,Date,Lat,Long,Confirmed,Deaths,Recovered,Active
480,2020-01-23,54.2361,-4.5481,0,0,0,0
481,2020-01-23,16.742498,-62.187366,0,0,0,0
482,2020-01-23,55.3781,-3.4360000000000004,0,0,0,0
483,2020-01-23,-32.5228,-55.7658,0,0,0,0
484,2020-01-23,40.0,-100.0,1,0,0,1
485,2020-01-23,41.377491,64.585262,0,0,0,0
486,2020-01-23,6.4238,-66.5897,0,0,0,0
487,2020-01-23,14.058324,108.277199,2,0,0,2
488,2020-01-23,-13.133897,27.849332,0,0,0,0
489,2020-01-23,-19.015438,29.154857,0,0,0,0
490,2020-01-23,15.415,-61.371,0,0,0,0
491,2020-01-23,12.1165,-61.679,0,0,0,0
492,2020-01-23,-18.665695,35.529562,0,0,0,0
493,2020-01-23,34.802075,38.99681500000001,0,0,0,0
494,2020-01-23,-8.874217,125.727539,0,0,0,0
495,2020-01-23,17.1899,-88.4976,0,0,0,0
496,2020-01-23,19.85627,102.495496,0,0,0,0
497,2020-01-23,26.3351,17.228331,0,0,0,0
498,2020-01-23,31.9522,35.2332,0,0,0,0
499,2020-01-23,11.8037,-15.1804,0,0,0,0
500,2020-01-23,17.570692,-3.996166000000001,0,0,0,0
501,2020-01-23,17.357822,-62.782998,0,0,0,0
502,2020-01-23,64.8255,-124.8457,0,0,0,0
503,2020-01-23,64.2823,-135.0,0,0,0,0
504,2020-01-23,42.602636,20.902977,0,0,0,0
